MAL_ID,Name,Genres,Type,Rating,Popularity
36308,Blade Runner: Black Out 2022,"Sci-Fi, Thriller",ONA,R - 17+ (violence & profanity),3257
36309,Butlers: Chitose Momotose Monogatari,"Comedy, School, Supernatural",TV,PG-13 - Teens 13 or older,3586
36310,Gomen ne Chitchi,Kids,OVA,G - All Ages,17173
36311,Mirai Shouboushi Kyuuta,Kids,OVA,G - All Ages,17215
36312,Nyanpara no Nakama-tachi,Kids,OVA,G - All Ages,17150
36313,Shouka Robo Zeres: Fire Dragon wo Taose!,"Kids, Mecha, Sci-Fi",OVA,G - All Ages,16834
36314,Honou no Senshi: Firegirl,"Kids, Sci-Fi",OVA,G - All Ages,17093
36315,Mushi Mushi Mura no Nakama-tachi: Minna Ii Toko Arun Da yo,Kids,OVA,G - All Ages,16954
36316,Shichisei no Subaru,"Action, Fantasy, Game, Sci-Fi",TV,PG-13 - Teens 13 or older,1428
36317,Gaikotsu Shotenin Honda-san,"Comedy, Slice of Life",TV,PG-13 - Teens 13 or older,1595
36318,Quanzhi Fashi II,"Action, Magic, Fantasy, School",ONA,PG-13 - Teens 13 or older,2383
36321,Itsumo Kokoro ni Hohoemi wo,Kids,OVA,G - All Ages,17119
36322,Shippai Ippai mo Ikkai,Kids,OVA,G - All Ages,17004
36323,Kimari no Nai Kuni,Kids,OVA,G - All Ages,17173
36324,Nijiiro no Fushigina Ishi,Kids,OVA,G - All Ages,17121
36325,Wao-kun no Hane,Kids,OVA,G - All Ages,17129
36326,Tamagawa Kyoudai,Historical,OVA,PG-13 - Teens 13 or older,17065
36339,Nissin no Donbei x Kemono Friends,Comedy,ONA,G - All Ages,8220
36342,Full Metal Panic! Movie 1: Boy Meets Girl,"Action, Comedy, Mecha, Military, Sci-Fi",Movie,R - 17+ (violence & profanity),6455
36343,Full Metal Panic! Movie 2: One Night Stand,"Action, Comedy, Mecha, Military, Sci-Fi",Movie,R - 17+ (violence & profanity),6655
36344,Full Metal Panic! Movie 3: Into the Blue,"Action, Military, Sci-Fi, Comedy, Mecha",Movie,R - 17+ (violence & profanity),6673
36345,AOTU Shijie 2,"Action, Sci-Fi, Adventure, Fantasy",ONA,PG-13 - Teens 13 or older,12928
36347,Gomennasai,"Music, Kids",Music,G - All Ages,16177
36348,Cat's Eye Love,"Music, Kids",Music,G - All Ages,16056
36349,Gum Shaara,"Music, Kids",Music,G - All Ages,16649
36350,Kuma no Nuigurumi,"Music, Kids",Music,G - All Ages,16410
36351,Kotatsu Musume de Teketekete,"Music, Kids",Music,G - All Ages,16636
36352,Gomen yo! Wanwan,"Music, Kids",Music,G - All Ages,16746
36353,Sabishi Gariya-san Konnichiwa,"Music, Kids",Music,G - All Ages,16788
36354,Saraba Seishun,"Music, Kids",Music,G - All Ages,16605
36355,Snowdrop,"Music, Kids",Music,G - All Ages,16799
36356,Tanoshii ne,"Music, Kids",Music,G - All Ages,16246
36357,Chibikko Cowboy,"Music, Kids",Music,G - All Ages,15795
36358,Tsubiregg Tsuburegg March,"Music, Kids",Music,G - All Ages,16611
36359,TV ga Kita hi,"Music, Kids",Music,G - All Ages,16605
36360,Hasami Togi,"Music, Kids",Music,G - All Ages,15873
36361,Bubble Bath,"Music, Kids",Music,G - All Ages,15977
36362,Hamburger no Tsukurikata,"Music, Kids",Music,G - All Ages,16694
36368,Katasumi no Uroko,"Adventure, Drama, Fantasy",Movie,G - All Ages,12394
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Action, Drama, Military, Sci-Fi, Space",Movie,R - 17+ (violence & profanity),3851
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"Action, Drama, Military, Sci-Fi, Space",Movie,R - 17+ (violence & profanity),4193
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"Action, Drama, Military, Sci-Fi, Space",Movie,R - 17+ (violence & profanity),4161
36372,Hiromi,"Music, Kids",Music,G - All Ages,16135
36373,Pink Jumon,"Magic, Music",Music,G - All Ages,16458
36374,Flamingo Waltz,"Music, Kids",Music,G - All Ages,16375
36375,Furusato no Nai Aki,"Music, Kids",Music,G - All Ages,16523
36376,Hedler no Yama,"Music, Kids",Music,G - All Ages,16686
36377,Bokunchi no Chabo,"Music, Kids",Music,G - All Ages,15895
36378,Hotaru Koi,"Music, Kids",Music,G - All Ages,16284
36380,Power Powan,"Kids, Music",Music,G - All Ages,16876
36381,Ponta Monogatari,"Kids, Music, Supernatural",Music,G - All Ages,16639
36382,Mama Gomennasai,"Music, Kids",Music,G - All Ages,16312
36383,Mama no Earring,"Music, Kids",Music,G - All Ages,16626
36384,Mama no Kekkon,"Music, Kids",Music,G - All Ages,16777
36385,Minna no Umi,"Music, Kids",Music,G - All Ages,16832
36386,Meiwaku Danchi,"Music, Kids, School",Music,G - All Ages,16363
36387,Yasashii Kaze,"Music, Kids",Music,G - All Ages,16655
36388,Yasashi-sa no Tamatebako,"Music, Kids",Music,G - All Ages,16575
36389,Yukai na Mezamashi Tokei,"Music, Kids",Music,G - All Ages,16613
36390,Reset,"Kids, Music",Music,G - All Ages,16796
36391,Lu La La,"Music, Kids",Music,G - All Ages,16580
36392,Waga Na wa Cowboy,"Music, Kids",Music,G - All Ages,16211
36393,One Nyan Monogatari,"Kids, Music",Music,G - All Ages,16747
36394,Wonderful World: Ganmen Shintaisou,"Music, Kids",Music,G - All Ages,16683
36395,Ichiendama no Tabigarasu,"Adventure, Music, Samurai",Music,G - All Ages,15498
36396,Ima demo Senchou to Yobarete iru Senchou no Yoru,"Music, Kids",Music,G - All Ages,16661
36397,Shiyan Pin Jiating,"Sci-Fi, Slice of Life",ONA,PG-13 - Teens 13 or older,2622
36398,Na mo Nai Hana no Youni,"Music, Kids",Music,G - All Ages,16312
36399,Yumehito: Yumejin,"Music, Kids",Music,G - All Ages,16720
36400,Koinu no Blue,"Music, Kids",Music,G - All Ages,16440
36401,Kozou no Koushin,"Music, Kids",Music,G - All Ages,16586
36402,Chiisana Tegami,"Music, Kids",Music,G - All Ages,16175
36403,Kawa wa Dare no Mono?,"Music, Kids",Music,G - All Ages,15615
36404,"Attakai, Fuyu Canada",Slice of Life,ONA,G - All Ages,9950
36407,Kenja no Mago,"Action, Comedy, Magic, Romance, Fantasy",TV,PG-13 - Teens 13 or older,415
36409,Yodel no Onna,"Music, Comedy",TV,G - All Ages,10127
36410,Littleforestmello,Kids,ONA,G - All Ages,13379
36411,Mushinin,"Samurai, Shounen",ONA,G - All Ages,15662
36418,Koneko no Chi: Ponponra Dairyokou,Slice of Life,TV,G - All Ages,8971
36419,Katsugeki/Touken Ranbu Movie,"Action, Samurai, Fantasy",Movie,Unknown,5922
36423,Zhandou Wang Zhi Jufeng Zhan Hun,"Action, Kids, Shounen",TV,PG - Children,12164
36424,Princess Principal: Ange Report,"Action, Mystery",ONA,R - 17+ (violence & profanity),6278
36425,Zhandou Wang Zhi Jufeng Zhan Hun 2,"Action, Kids, Shounen",TV,PG - Children,13254
36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,"Action, Kids, Shounen",TV,PG - Children,12959
36428,Zhanguo Fan,"Fantasy, Magic, Martial Arts, Super Power",ONA,R - 17+ (violence & profanity),10972
36429,Zhen Gyi Hong Shi,"Action, Military, Sci-Fi, Adventure, Mecha",TV,Unknown,12913
36431,One Room Second Season,Slice of Life,TV,PG-13 - Teens 13 or older,2765
36432,Toaru Majutsu no Index III,"Action, Sci-Fi, Super Power, Magic",TV,PG-13 - Teens 13 or older,857
36436,Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,"Action, Military, Sci-Fi, Space, Mecha",Movie,PG-13 - Teens 13 or older,8019
36439,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Comedy,Special,PG-13 - Teens 13 or older,3806
36440,Ku Pao Ying Xiong,"Action, Adventure, Fantasy, Game, Magic",TV,Unknown,7613
36443,Bokura no Ashita: Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou,Slice of Life,ONA,G - All Ages,15576
36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",Movie,PG-13 - Teens 13 or older,6741
36447,Lord of Vermilion IV,"Game, Fantasy",ONA,G - All Ages,10124
36451,Still,Music,Music,PG-13 - Teens 13 or older,10987
36455,Wo de Tian Jie Nu You,"Adventure, Super Power, Supernatural, Romance, Fantasy",ONA,PG-13 - Teens 13 or older,3782
36456,Boku no Hero Academia 3rd Season,"Action, Comedy, Super Power, School, Shounen",TV,PG-13 - Teens 13 or older,31
36458,Soukou Musume Senki,"Action, Military, Fantasy",TV,Unknown,5222
36461,"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",Hentai,OVA,Rx - Hentai,7535
36464,Oshushi Da yo,"Comedy, Slice of Life",ONA,G - All Ages,15328
36466,Digimon Adventure tri. 6: Bokura no Mirai,"Action, Adventure, Comedy, Drama",Movie,PG-13 - Teens 13 or older,2763
36468,Shoujo Shuumatsu Jugyou,"Comedy, Parody, School",ONA,G - All Ages,5184
36470,Tada-kun wa Koi wo Shinai,"Comedy, Romance, Slice of Life",TV,PG-13 - Teens 13 or older,802
36473,Love Live! Sunshine!! Recap,Music,Special,PG-13 - Teens 13 or older,6524
36474,Sword Art Online: Alicization,"Action, Game, Adventure, Romance, Fantasy",TV,R - 17+ (violence & profanity),148
36475,Sword Art Online Alternative: Gun Gale Online,"Action, Fantasy, Game, Military, Sci-Fi",TV,PG-13 - Teens 13 or older,316
36480,Drifters (OVA),"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",OVA,R - 17+ (violence & profanity),1984
36483,B-Project: Zecchou*Emotion,"Music, Shoujo",TV,PG-13 - Teens 13 or older,4751
36485,Princess Principal Picture Drama,"Action, Drama, Mystery",Special,PG-13 - Teens 13 or older,5944
36486,Lalala Lala-chan ★Uchuu ni Muchuu★,"Adventure, Kids, Fantasy",TV,PG - Children,15164
36489,Beachside Lover,Music,Music,G - All Ages,15082
36491,Doupo Cangqiong,"Action, Adventure, Comedy, Supernatural, Romance",ONA,PG-13 - Teens 13 or older,6056
36492,Road to You,"Drama, Romance",ONA,G - All Ages,5409
36493,Esoragoto Spiral,"Music, Psychological, School",Music,PG-13 - Teens 13 or older,10183
36494,Mekakucity Records,"Music, Psychological, Sci-Fi",Music,PG-13 - Teens 13 or older,5869
36497,Overlord Movie: Ple Ple Pleiades,"Action, Comedy, Magic, Fantasy",Special,PG-13 - Teens 13 or older,4236
36498,Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,Comedy,Special,PG-13 - Teens 13 or older,7281
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,Comedy,ONA,PG-13 - Teens 13 or older,7545
36501,MahoYome: Aisatsu,Parody,ONA,G - All Ages,5505
36502,MahoYome,Parody,ONA,G - All Ages,5361
36506,Fuwafuwa Hour: Pui Pui & Muu Muu,"Kids, Fantasy",TV,G - All Ages,15522
36510,Ulysses: Jehanne Darc to Renkin no Kishi,"Action, Fantasy",TV,PG-13 - Teens 13 or older,1755
36511,Tokyo Ghoul:re,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",TV,R - 17+ (violence & profanity),132
36513,Rokuhoudou Yotsuiro Biyori,"Slice of Life, Seinen",TV,PG-13 - Teens 13 or older,3423
36515,Dies Irae: To the Ring Reincarnation,"Action, Super Power, Magic",ONA,R - 17+ (violence & profanity),3909
36516,Beatless,"Action, Drama, Romance, Sci-Fi",TV,PG-13 - Teens 13 or older,1088
36517,Ninja Batman,"Action, Martial Arts, Samurai",Movie,PG-13 - Teens 13 or older,2554
36520,Pikotarou no Lullaby Lullaby,"Comedy, Parody",ONA,G - All Ages,9481
36521,Dies Irae: Irasshai Zonnenji,"Comedy, Parody",ONA,PG-13 - Teens 13 or older,8222
36522,Ling Qi 2,"Action, Comedy, Magic, Shounen Ai, Supernatural",TV,PG-13 - Teens 13 or older,3039
36524,Dies Irae: Reimei,"Action, Super Power, Magic",Special,PG-13 - Teens 13 or older,3566
36525,Dorei-ku The Animation,"Drama, Psychological",TV,R - 17+ (violence & profanity),2241
36528,Kakyuusei (TV): Hajimemashite Tina!,"Sci-Fi, Romance, School",Special,R+ - Mild Nudity,11881
36529,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,Music,Special,PG-13 - Teens 13 or older,8381
36530,Porong Porong Pororo 6,Kids,TV,G - All Ages,15590
36531,Shinkansen Henkei Robo Shinkalion The Animation,"Action, Sci-Fi, Kids, Mecha",TV,PG - Children,8246
36536,Starmyu 3rd Season,"Music, Slice of Life, School",TV,PG-13 - Teens 13 or older,5494
36537,Starmyu in Halloween,"Music, Slice of Life, School",OVA,Unknown,7861
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,"Demons, Drama, Shoujo, Slice of Life, Supernatural",Movie,PG-13 - Teens 13 or older,2393
36539,Tsuki ga Kirei Special,"Comedy, Romance, School",Special,PG-13 - Teens 13 or older,3394
36542,Boku wa Robot-goshi no Kimi ni Koi wo Suru,"Sci-Fi, Romance",Special,PG-13 - Teens 13 or older,7507
36543,GJ8man Soushuuhen,"Comedy, Parody, Super Power",ONA,G - All Ages,15553
36544,Heibai Wushang 2nd Season,"Action, Comedy, Supernatural",ONA,PG-13 - Teens 13 or older,9145
36545,Huyao Xiao Hongniang: Qian Yan,"Comedy, Historical, Supernatural, Romance",ONA,PG-13 - Teens 13 or older,6151
36548,Kokkoku,"Psychological, Supernatural, Drama, Mystery, Seinen",TV,R - 17+ (violence & profanity),1047
36549,Lalala Lala-chan,"Adventure, Fantasy, Kids",ONA,G - All Ages,15761
36550,Lalala Lala-chan Mini,"Kids, Parody",ONA,G - All Ages,16035
36551,Lalala Lala-chan: Patapata Daisensou,"Adventure, Fantasy, Kids",TV,G - All Ages,15653
36552,Pikachin-Kit,"Sci-Fi, Comedy, Kids",TV,PG - Children,13383
36553,Yinhun x He Wei Dao,Comedy,ONA,G - All Ages,6183
36556,Peace Maker Kurogane Movie 2: Yuumei,"Action, Comedy, Historical, Samurai, Shounen",Movie,R - 17+ (violence & profanity),8088
36559,Zukkoke Sannin-gumi: Kusunoki Yashiki no Guruguru-sama,"Demons, Kids",Special,PG - Children,16393
36560,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,"Comedy, Romance, Ecchi, School",OVA,R+ - Mild Nudity,3033
36561,Doupo Cangqiong Specials,"Action, Adventure, Demons, Fantasy",ONA,PG-13 - Teens 13 or older,8768
36563,Megalo Box,"Action, Sci-Fi, Slice of Life, Sports, Drama",TV,R - 17+ (violence & profanity),395
36564,Kamiusagi Rope x Boruto: Naruto Next Generations,"Slice of Life, Comedy",ONA,G - All Ages,6407
36565,Major 2nd (TV),"Comedy, Drama, Shounen, Sports",TV,PG-13 - Teens 13 or older,3292
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,"Comedy, Seinen",Movie,G - All Ages,9896
36569,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"Comedy, Parody",ONA,PG-13 - Teens 13 or older,6691
36571,Nanocore 3rd Season,"Action, Sci-Fi, Adventure, Mecha, Shounen",ONA,PG-13 - Teens 13 or older,12964
36572,Neko Neko Gong Show,Kids,ONA,G - All Ages,16291
36573,dwarf Movie Lab,Kids,ONA,G - All Ages,15404
36574,Weaving,Fantasy,ONA,G - All Ages,14481
36575,"PLUG, THe NeW WORLD",Fantasy,ONA,G - All Ages,14990
36577,Dungeon Meshi,Fantasy,ONA,G - All Ages,9849
36578,Monogatari no Aru Satou,Romance,ONA,G - All Ages,13207
36579,Fettu to Ccine to Gummi Seijin,Comedy,ONA,G - All Ages,16218
36580,Boku wa Shitteru yo.,Slice of Life,ONA,G - All Ages,14842
36581,Peace Shitenchou,Comedy,ONA,G - All Ages,16714
36582,Life: Jinsei no Taisetsu na Toki ni...,Slice of Life,ONA,G - All Ages,15375
36583,Nishio no Yatsuzou,Samurai,Special,G - All Ages,16158
36584,Ki de Tsukurou,Slice of Life,ONA,G - All Ages,15538
36585,Sougou Medical Koushiki,Drama,ONA,G - All Ages,15840
36586,Kinyoubi no Yakusoku,Drama,ONA,G - All Ages,15093
36587,Granblue Fantasy The Animation Season 2,"Adventure, Fantasy",TV,PG-13 - Teens 13 or older,2345
36588,Luo Xiao Hei Zhan Ji: Fan Wai,"Comedy, Music, Parody, School",ONA,G - All Ages,12525
36591,Kero Kero Keroppi no Bokura no Ohimesama,"Kids, Fantasy",OVA,G - All Ages,16630
36592,High & Low: G-Sword OVA,"Action, Drama, Shounen",OVA,G - All Ages,15133
36593,Hug tto! Precure,"Action, Magic, Fantasy, Shoujo",TV,G - All Ages,4704
36594,Brilliant Better,Music,Music,G - All Ages,10643
36595,Fortissimo Bell,Music,Music,G - All Ages,11223
36596,Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,Music,Music,G - All Ages,11130
36597,Detarame Rock & Roll Theory,Music,Music,G - All Ages,11026
36598,Heart Beat,Music,Music,G - All Ages,11314
36599,Muteki We Are One!!,Music,Music,G - All Ages,10348
36600,Dokidoki Dream!!!,Music,Music,G - All Ages,11159
36601,Moushin Soloist Life!,Music,Music,G - All Ages,11447
36602,My Dearest Song,Music,Music,G - All Ages,11200
36603,Neko Matsuri,Music,Music,G - All Ages,10500
36604,Bang Babang Bang!!!,Music,Music,G - All Ages,7206
36605,Tic Tac Dreamin',Music,Music,G - All Ages,11039
36606,Trust,Music,Music,G - All Ages,10316
36607,Spicy Swingy Style,Music,Music,G - All Ages,11066
36608,Session High⤴,Music,Music,G - All Ages,11101
36611,Bary-san no Shokoku Manyuuki,Comedy,TV,G - All Ages,15570
36613,Biju Tune!,Music,Music,G - All Ages,16397
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action, Slice of Life, Comedy, Supernatural",Special,PG-13 - Teens 13 or older,2039
36618,Flowering Heart 2,"Kids, Magic",TV,G - All Ages,10442
36619,Shi Wan Ge Leng Xiaohua Movie 2,"Action, Adventure, Comedy, Parody, Fantasy",Movie,PG-13 - Teens 13 or older,14868
36620,Nintama Rantarou: Saraba Ninjutsu Gakuen no Dan,"Comedy, Kids",Special,G - All Ages,14650
36621,Toilet no Kuni,"Kids, Music",ONA,G - All Ages,14911
36622,Hamaneko,Slice of Life,Special,G - All Ages,13923
36623,SNS Police,Police,ONA,G - All Ages,13145
36624,4 Shuunen Monst? Shiru ka yo!,"Game, Comedy",Special,G - All Ages,12123
36625,Ajin 2nd Season OVA,"Action, Mystery, Horror, Supernatural, Seinen",OVA,R - 17+ (violence & profanity),4796
36626,Yakiniku-ten Sengoku,"Slice of Life, Comedy",ONA,PG-13 - Teens 13 or older,13067
36629,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki","Slice of Life, Comedy, School, Shoujo",Special,PG-13 - Teens 13 or older,7268
36630,Kimagure Mercy,Music,Music,G - All Ages,11136
36631,Pandora Voxx Complete,Music,Music,PG-13 - Teens 13 or older,15279
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"Comedy, Ecchi, Romance",TV,PG-13 - Teens 13 or older,1495
36633,Date A Live III,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",TV,R - 17+ (violence & profanity),658
36636,Ankoku Cat VS,"Action, Comedy",ONA,G - All Ages,13710
36637,Akashic Re:cords,"Game, Fantasy",ONA,G - All Ages,8622
36638,Tenkyuu no Arculs,"Fantasy, Game",ONA,G - All Ages,14734
36639,Shadowverse,"Fantasy, Game",ONA,G - All Ages,10998
36640,Mashiro Witch,"Game, Magic",ONA,PG-13 - Teens 13 or older,14375
36641,Grand Marche no Meikyuu,"Fantasy, Game",ONA,G - All Ages,15390
36642,Kakusansei Million Arthur,"Game, Music, Fantasy",ONA,G - All Ages,11410
36643,Kairisei Million Arthur,"Game, Music, Fantasy",ONA,G - All Ages,11703
36644,Shaonian Jinyiwei,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen",ONA,PG-13 - Teens 13 or older,11347
36646,Daitai 3-pun de Wakaru .hack History,"Game, Comedy",ONA,G - All Ages,10358
36649,Banana Fish,"Action, Adventure, Drama, Shoujo",TV,R - 17+ (violence & profanity),323
36652,Piano no Mori (TV),"Adventure, Music, Comedy, Drama, School, Seinen",TV,PG-13 - Teens 13 or older,1622
36653,Tsurune: Kazemai Koukou Kyuudoubu,"Sports, Drama, School",TV,PG-13 - Teens 13 or older,1566
36654,Tsukumogami Kashimasu,"Slice of Life, Comedy, Historical, Demons, Supernatural",TV,PG-13 - Teens 13 or older,4317
36655,Souten no Ken: Regenesis,"Action, Historical, Martial Arts",ONA,R - 17+ (violence & profanity),4994
36656,Stone Age Episode 0,"Fantasy, Kids",Special,G - All Ages,16434
36657,Stone Age,"Kids, Fantasy",TV,G - All Ages,15317
36661,Dahufa,"Action, Adventure, Fantasy",Movie,PG-13 - Teens 13 or older,12082
36662,Naki no Ryuu: Hiryuu no Shou (1991),"Drama, Game, Seinen",OVA,PG-13 - Teens 13 or older,14673
36664,Matsumotokiyoshi x Osomatsu-san,Comedy,ONA,G - All Ages,9629
36666,An Ling Yu Shi Di Qi,"Sci-Fi, Adventure, Kids",TV,G - All Ages,11570
36667,Machibouke (2017),"Music, Kids",Music,G - All Ages,16083
36668,Senro wa Tsudzuku yo Dokomademo,"Kids, Music",Music,G - All Ages,15838
36669,Yadokari,Music,ONA,G - All Ages,15258
36670,Hatoya,"Dementia, Music",ONA,G - All Ages,15057
36671,Hayashi-fusai,Music,Special,G - All Ages,15756
36672,Wanna Be a Tuna,Music,Music,G - All Ages,14792
36673,Nakano Harada Kekkon Kyousoukyoku,Music,Special,G - All Ages,16064
36674,Shukka Fuufu,Music,Special,G - All Ages,16041
36675,Hendo Garden,Music,Special,G - All Ages,15925
36676,Naga Hamaraja,Music,Special,G - All Ages,16499
36677,Shishido Journey,Music,Special,G - All Ages,15571
36678,Kawawawawawada,Music,Special,G - All Ages,16031
36679,Kekkonshiki no Tori Movie,Music,Special,G - All Ages,16450
36680,Sayonara Nyuunanzai,Music,Music,G - All Ages,15967
36683,Overlord Movie: Manner Movie,Comedy,Special,G - All Ages,4133
36684,Shining☆Romance,Music,Music,G - All Ages,9960
36685,Force Live,Music,Music,G - All Ages,9111
36686,Hifuu Katsudou Kiroku: The Sealed Esoteric History,"Magic, Fantasy",OVA,PG-13 - Teens 13 or older,6407
36688,Shinmai Maou no Testament Departures,"Action, Demons, Ecchi, Fantasy, Harem, Romance",OVA,R+ - Mild Nudity,2040
36689,Kyonyuu Dosukebe Gakuen,Hentai,OVA,Rx - Hentai,6034
36692,Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,"Sci-Fi, Music, Slice of Life, Comedy",Special,PG-13 - Teens 13 or older,7429
36699,Kimitachi wa Dou Ikiru ka,Drama,Movie,Unknown,8601
36700,Yumearu Ugoku Ehon,"Kids, Fantasy",ONA,G - All Ages,16306
36701,Ari to Kaeru,Unknown,Movie,G - All Ages,15430
36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,"Action, Drama, Fantasy, Shounen, Super Power",Movie,R - 17+ (violence & profanity),2448
36704,Free!: Dive to the Future,"Comedy, Drama, School, Slice of Life, Sports",TV,PG-13 - Teens 13 or older,1275
36705,Yuuwaku★Office Lover 2,"Drama, Romance",ONA,Unknown,10606
36712,Mighty Thor: Battle Royale,"Fantasy, Parody",ONA,G - All Ages,13859
36714,Hashire! Osomatsu-san,"Comedy, Parody",Special,PG-13 - Teens 13 or older,10006
36715,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker's Memory,"Sci-Fi, Comedy, Parody",ONA,G - All Ages,11467
36716,Boku wa Mada 7-sai Datta,Music,Music,G - All Ages,14263
36718,Yakan Gakkou no Ura-sensei,"School, Supernatural",ONA,G - All Ages,15186
36719,Pastel Kazoku,Comedy,ONA,G - All Ages,15174
36720,Youkoso! Sukebe Elf no Mori e,"Harem, Hentai, Supernatural, Fantasy",OVA,Rx - Hentai,4104
36721,Do S na Seitokaichou-sama ga M Note ni Shihai Saremashita.,"Hentai, School",OVA,Rx - Hentai,6758
36722,Shen Qi Huan Qi Tan,"Action, Adventure, Fantasy, Magic, Mystery, School, Supernatural",ONA,PG-13 - Teens 13 or older,7805
36724,Felix x Kamiusagi Rope,"Slice of Life, Comedy",ONA,G - All Ages,14143
36725,Naisho no Hanashi,Music,Music,G - All Ages,6802
36726,Yuragi-sou no Yuuna-san,"Comedy, Ecchi, Harem, Romance, Shounen, Supernatural",TV,R+ - Mild Nudity,798
36727,Shimajirou Movie: Mahou no Shima no Daibouken,Kids,Movie,G - All Ages,15559
36728,Mameneko,Slice of Life,TV,PG - Children,10107
36729,Fate/Apocrypha Recaps,"Action, Historical, Supernatural, Drama, Magic, Fantasy",Special,R - 17+ (violence & profanity),4398
36730,Doraemon: Benkyou Heya no Tsuribori,"Comedy, Kids, Sci-Fi, Shounen",Special,PG - Children,11914
36731,Drive Agent Personal: Shiawase wo Mamoru Mono,Drama,ONA,G - All Ages,13622
36732,Qin Shi Ming Yue: Tian Xing Jiu Ge,"Action, Fantasy, Historical, Martial Arts",ONA,PG-13 - Teens 13 or older,10045
36734,(a long day of) Mr. Calpaccio,Dementia,Movie,G - All Ages,16098
36735,Capsule Samurai,"Comedy, Music, Samurai",TV,G - All Ages,16217
36736,Shikato,"Comedy, Kids",TV,G - All Ages,16724
36737,Real Eroge Situation! The Animation,Hentai,OVA,Rx - Hentai,5360
36740,Dragon Egg,"Action, Sci-Fi, Kids",TV,G - All Ages,14432
36742,Koisuru Shirokuma Tokubetsu-ban,"Comedy, Josei",ONA,G - All Ages,10633
36743,Genki-kun no Christmas @ Tokyo-eki,Slice of Life,ONA,G - All Ages,14410
36744,Genki-kun no Oshougatsu @ Tokyo-eki,Slice of Life,ONA,G - All Ages,14798
36745,1/100 Rice Planting,Slice of Life,ONA,G - All Ages,11650
36746,1/100 Shibuya Crossing,Slice of Life,ONA,G - All Ages,11699
36747,1/100 Train Station,Slice of Life,ONA,G - All Ages,11637
36748,Aurora wo Mita Kyouryuu-tachi,Adventure,Movie,G - All Ages,16537
36749,Hiragana Danshi,Music,Movie,Unknown,9456
36750,MTV Ident: Horny,"Dementia, Ecchi",Special,R+ - Mild Nudity,12235
36752,Robotic Girl,Music,Music,G - All Ages,13208
36753,Kakushin,"Music, Shounen Ai",ONA,PG - Children,10994
36754,Kakuriyo no Yadomeshi,"Demons, Drama, Romance, Supernatural",TV,PG-13 - Teens 13 or older,1383
36755,Juvenile Pornography The Animation,Hentai,OVA,Rx - Hentai,5792
36756,91 Daze,"Comedy, Historical",Special,PG-13 - Teens 13 or older,7776
36757,Happy☆Twinkle,"Fantasy, Magic, Music",Music,G - All Ages,13232
36759,Shimajirou to Tanjoubi no Ohoshi-sama,"Adventure, Kids, Space",Movie,G - All Ages,16567
36760,Detective Conan: The Magician of Starlight,Space,Movie,G - All Ages,8810
36761,Osomatsu-san Short Film Series 2nd Season,"Comedy, Parody",Special,PG-13 - Teens 13 or older,8997
36762,Xue Se Cang Qiong,"Action, Adventure, Mystery, Horror, Thriller, Fantasy",ONA,R - 17+ (violence & profanity),8953
36763,Himawari,Music,Music,G - All Ages,14702
36764,Tripod Baby,"Music, Space",Music,G - All Ages,14923
36765,Scary,"Music, Sci-Fi",Music,G - All Ages,15286
36766,Nothing's Gonna Change,"Music, Sci-Fi",Music,G - All Ages,15052
36767,Joutoku,Music,Music,G - All Ages,15682
36771,"Baito-saki wa ""Aku no Soshiki""!?","Action, Comedy, Romance",ONA,G - All Ages,12769
